Emily, 80.00, 2025-04-24T03:07:49.798099893
Benjamin, 34.00, 2025-04-24T17:44:57.706732515
Isabella, 9.00, 2025-04-25T00:55:42.517764529
Mason, 74.00, 2025-04-25T09:27:53.710676474
Sophia, 42.00, 2025-04-25T15:33:16.671324724
Liam, 89.00, 2025-04-26T06:25:19.994050882
Ella, 31.00, 2025-04-26T17:14:44.774482741
James, 26.00, 2025-04-27T03:22:37.308097686
Amelia, 6.00, 2025-04-27T08:12:20.728678424
Sophia, 42.00, 2025-04-27T13:16:53.608594885
Liam, 6.00, 2025-04-27T21:50:11.351885414
Olivia, 12.00, 2025-04-28T04:05:05.759136692
Noah, 35.00, 2025-04-28T11:04:39.854191910
Ethan, 25.00, 2025-04-28T19:21:01.471913088
Isabella, 75.00, 2025-04-29T00:09:12.109127509
Lucas, 62.00, 2025-04-29T09:03:33.729492967
Ella, 59.00, 2025-04-29T11:17:54.316728580
Benjamin, 4.00, 2025-04-30T04:26:12.446273309
Sophia, 51.00, 2025-04-30T14:44:05.282280413
Liam, 100.00, 2025-04-30T17:25:38.256877432
Mason, 21.00, 2025-04-30T20:02:03.778322949
Ava, 3.00, 2025-05-01T05:40:43.119168027
Oliver, 19.00, 2025-05-01T17:20:20.689869426
Emily, 25.00, 2025-05-01T20:42:22.096502391
Benjamin, 18.00, 2025-05-02T03:46:20.352351718
Isabella, 32.00, 2025-05-02T17:35:56.328091067
Mason, 18.00, 2025-05-02T22:07:57.774088002
Sophia, 10.00, 2025-05-03T02:26:50.434701336
Liam, 33.00, 2025-05-03T08:33:15.352393026
Ella, 91.00, 2025-05-04T00:22:12.330243374
James, 12.00, 2025-05-04T06:34:03.439607011
Amelia, 6.00, 2025-05-04T17:24:42.030360494
PWD, 400.0, 2025-05-17T08:45:04.201592100
lance, 600.0, 2025-05-18T11:52:17.124669700
lance, 45.0, 2025-05-19T17:04:38.832905200
